AGE,PAY_6,BILL_AMT1,PAY_AMT2,PAY_AMT1,ID,PAY_5,BILL_AMT5,PAY_0,PAY_2,MARRIAGE,PAY_AMT6,PAY_3,PAY_4,BILL_AMT6,EDUCATION,PAY_AMT5,BILL_AMT3,PAY_AMT4,BILL_AMT4,BILL_AMT2,LIMIT_BAL,PAY_AMT3,SEX,target
38,-1,0.0,250.0,0.0,212,-1,789.0,1,-2,1,9616.0,-1,0,1222.0,1,1222.0,250.0,789.0,123.0,0.0,210000.0,0.0,2,1
43,0,38257.0,1504.0,1700.0,213,0,33138.0,0,0,1,1000.0,0,0,31339.0,3,1500.0,38103.0,1500.0,36207.0,38901.0,40000.0,1200.0,2,0
42,2,390.0,390.0,390.0,216,-1,1320.0,-1,-1,1,0.0,-1,-1,780.0,3,0.0,390.0,1470.0,240.0,390.0,30000.0,240.0,1,0
35,0,291619.0,9006.0,12019.0,223,0,208464.0,0,0,2,15000.0,0,0,212508.0,2,9557.0,205629.0,12000.0,215827.0,297268.0,300000.0,17000.0,2,0
33,0,91653.0,18832.0,10042.0,224,0,43805.0,0,0,2,3754.0,0,0,33263.0,2,5045.0,108597.0,2076.0,65913.0,94037.0,320000.0,2117.0,2,0
28,0,130370.0,4860.0,6530.0,226,0,127280.0,0,0,2,4962.0,0,0,128839.0,1,4877.0,128900.0,4820.0,125514.0,131199.0,170000.0,22500.0,2,0
44,-2,3265.0,1864.0,2686.0,227,-1,0.0,-1,-1,1,0.0,-1,-1,0.0,3,0.0,1864.0,0.0,569.0,2686.0,350000.0,569.0,1,0
26,0,102800.0,0.0,0.0,233,-1,45567.0,0,0,1,2000.0,-2,-1,46557.0,2,1747.0,0.0,45567.0,2624.0,0.0,50000.0,2624.0,1,0
34,2,129801.0,5000.0,5000.0,234,2,140120.0,2,0,2,2769.0,0,0,150052.0,2,12118.0,134379.0,0.0,142323.0,131383.0,190000.0,10000.0,1,1
35,-1,7988.0,6853.0,3983.0,236,-1,1378.0,-1,-1,2,2418.0,-1,-1,19942.0,1,19942.0,6848.0,1378.0,1719.0,3977.0,80000.0,1719.0,1,0
27,0,127402.0,1745.0,4500.0,237,0,36900.0,0,0,2,2529.0,0,0,29497.0,2,1077.0,51547.0,1208.0,44384.0,110050.0,150000.0,1566.0,2,0
27,0,26655.0,1750.0,1800.0,243,0,28790.0,0,0,2,1100.0,0,0,29399.0,2,1200.0,28676.0,1200.0,27990.0,27724.0,50000.0,900.0,2,0
32,-1,3139.0,0.0,2821.0,244,-1,2821.0,-1,-1,2,176.0,2,2,0.0,1,0.0,2821.0,2821.0,0.0,5853.0,180000.0,0.0,2,0
29,-1,19532.0,1469.0,3127.0,255,-1,1896.0,-1,0,2,862.0,-1,-1,2486.0,2,2494.0,1453.0,1905.0,4944.0,3719.0,400000.0,4968.0,2,0
48,0,210380.0,9020.0,10000.0,260,0,172169.0,2,0,1,5500.0,0,0,162402.0,1,6000.0,201852.0,5500.0,169115.0,213522.0,220000.0,6000.0,1,1
29,0,78331.0,20094.0,40010.0,261,0,87265.0,0,0,2,65000.0,0,0,36739.0,1,25365.0,107686.0,5001.0,103776.0,99414.0,510000.0,5000.0,2,0
38,-1,4473.0,5969.0,4664.0,263,2,16578.0,-1,-1,1,1916.0,-1,-1,12652.0,1,12652.0,5969.0,0.0,18941.0,4664.0,160000.0,18941.0,2,0
25,-1,6156.0,0.0,0.0,266,-1,316.0,-1,-1,1,316.0,-2,-1,316.0,2,316.0,0.0,316.0,316.0,0.0,150000.0,316.0,2,0
23,2,6974.0,1298.0,1134.0,267,0,9729.0,0,0,2,175.0,0,0,9411.0,3,0.0,9002.0,847.0,9182.0,7838.0,10000.0,478.0,1,0
49,0,89003.0,3095.0,4100.0,268,0,28065.0,0,0,2,0.0,0,0,27500.0,3,600.0,72197.0,561.0,49654.0,91362.0,130000.0,1630.0,2,1
27,-1,13694.0,0.0,1700.0,270,0,14319.0,3,2,2,1390.0,2,0,2614.0,2,2614.0,14242.0,501.0,13968.0,14880.0,50000.0,426.0,1,1
40,-1,171.0,0.0,2728.0,277,-1,-10.0,2,-1,1,0.0,-1,-1,22535.0,1,22545.0,-13.0,0.0,2641.0,2715.0,460000.0,2654.0,1,1
31,0,103109.0,4500.0,4000.0,280,0,100871.0,0,0,1,4400.0,0,0,101299.0,2,5000.0,97109.0,4000.0,99029.0,102594.0,250000.0,5000.0,2,0
27,-2,1512.0,664.0,1000.0,281,0,0.0,0,0,2,0.0,-1,0,0.0,1,0.0,664.0,0.0,1814.0,2458.0,30000.0,1500.0,2,0
46,0,180641.0,6907.0,8610.0,288,0,105280.0,0,0,1,2701.0,0,0,97622.0,2,4001.0,149944.0,3800.0,113135.0,181557.0,440000.0,3727.0,2,0
46,0,8751.0,1000.0,1295.0,290,0,11765.0,0,0,1,1000.0,0,0,4311.0,2,1000.0,10605.0,1000.0,10765.0,9900.0,240000.0,1000.0,2,0
22,-2,0.0,0.0,0.0,292,-2,0.0,1,-2,2,0.0,-2,-2,0.0,2,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,2,1
43,2,1700.0,0.0,1100.0,293,2,2000.0,3,2,1,0.0,2,2,2566.0,2,600.0,1914.0,0.0,2182.0,2610.0,30000.0,300.0,1,0
27,0,7015.0,0.0,3507.0,294,0,9963.0,0,0,2,700.0,2,0,10182.0,2,393.0,9560.0,370.0,9901.0,10227.0,10000.0,500.0,1,1
29,-2,0.0,0.0,0.0,295,-2,0.0,1,-2,2,1500.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,130000.0,0.0,1,0
36,-2,0.0,0.0,0.0,302,-2,0.0,-2,-2,2,0.0,-2,-2,0.0,1,162000.0,0.0,0.0,0.0,0.0,440000.0,0.0,2,0
26,-2,432.0,5904.0,3220.0,306,-2,1848.0,-2,-2,2,0.0,-2,-2,400.0,2,0.0,5704.0,3000.0,1256.0,3220.0,110000.0,0.0,2,0
27,0,55734.0,1286.0,1631.0,315,0,17580.0,0,0,2,200.0,0,0,6441.0,1,909.0,33415.0,645.0,28776.0,52557.0,100000.0,200.0,1,0
53,-1,0.0,526.0,165.0,318,-2,397.0,1,-1,1,459.0,-1,-2,485.0,3,485.0,526.0,397.0,452.0,165.0,260000.0,452.0,2,0
32,0,93029.0,7000.0,10000.0,325,0,100123.0,0,0,2,10000.0,0,0,100738.0,2,10000.0,91834.0,10000.0,95631.0,94054.0,360000.0,10000.0,2,0
55,-2,50396.0,8321.0,44665.0,329,-2,24599.0,-2,-1,1,77195.0,-1,-2,7416.0,2,7416.0,8300.0,24599.0,2190.0,44665.0,340000.0,2190.0,1,0
40,0,9559.0,0.0,3000.0,332,0,10167.0,0,0,2,500.0,2,0,12685.0,2,2700.0,11883.0,500.0,9826.0,12394.0,130000.0,500.0,2,1
28,0,143464.0,7408.0,5795.0,336,0,156664.0,0,0,2,5865.0,0,0,160361.0,1,6370.0,151905.0,5753.0,153538.0,146943.0,190000.0,5645.0,2,0
31,0,46512.0,4406.0,1974.0,339,0,30078.0,0,0,1,1047.0,0,0,29170.0,2,1046.0,49675.0,1073.0,30929.0,47716.0,50000.0,1061.0,2,1
29,2,2393.0,4872.0,0.0,343,-1,24815.0,-1,2,2,1000.0,-1,-1,24248.0,1,0.0,4847.0,5000.0,20183.0,183.0,200000.0,20183.0,2,0
39,-1,274731.0,145000.0,11000.0,344,0,-1005.0,0,0,1,1898.0,-1,0,1005.0,1,101005.0,242063.0,0.0,122295.0,281713.0,180000.0,26000.0,1,0
26,0,1370.0,4159.0,4210.0,347,0,1980.0,-1,-1,2,1525.0,-1,0,3980.0,2,2000.0,4159.0,1080.0,3542.0,4192.0,100000.0,1000.0,2,0
58,2,15899.0,0.0,3400.0,355,0,19089.0,2,2,1,638.0,2,0,18856.0,3,634.0,18122.0,1001.0,18530.0,18720.0,50000.0,1000.0,1,0
45,0,27679.0,2000.0,1481.0,356,0,30419.0,-1,0,1,1500.0,0,0,31127.0,2,1500.0,29650.0,1200.0,29981.0,28422.0,180000.0,1100.0,1,1
34,0,194314.0,35000.0,9010.0,358,0,171253.0,0,0,2,4400.0,0,0,169121.0,2,5000.0,193992.0,6000.0,174675.0,179206.0,380000.0,5000.0,1,0
24,0,83755.0,2900.0,3000.0,359,0,82333.0,0,0,2,4000.0,0,0,84462.0,4,3500.0,79044.0,3000.0,80631.0,77431.0,110000.0,2900.0,2,0
23,0,507726.0,0.0,10000.0,361,0,484612.0,4,3,2,19000.0,2,0,419643.0,2,16000.0,499936.0,16500.0,505507.0,509229.0,500000.0,14000.0,2,1
40,-1,0.0,2066.0,0.0,364,-1,216.0,1,-2,1,66.0,-1,0,216.0,1,216.0,2066.0,216.0,2000.0,0.0,110000.0,0.0,1,1
61,0,47166.0,2237.0,3000.0,367,0,23171.0,0,0,1,1039.0,0,0,24774.0,2,2000.0,50476.0,1000.0,23319.0,49396.0,50000.0,975.0,2,0
40,-2,0.0,0.0,0.0,369,-2,0.0,1,-2,1,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,1,0
32,0,20631.0,1168.0,0.0,370,0,10918.0,3,2,1,616.0,0,0,10985.0,2,632.0,19703.0,390.0,11084.0,20010.0,20000.0,384.0,2,1
30,-1,99.0,15086.0,2977.0,372,-1,13028.0,-1,-1,2,50000.0,-1,-1,21712.0,1,29712.0,15086.0,13028.0,8578.0,2977.0,160000.0,9123.0,1,0
54,0,22987.0,2000.0,2500.0,374,0,24339.0,0,0,3,0.0,0,0,25943.0,3,2000.0,22352.0,4000.0,23221.0,22298.0,30000.0,1500.0,1,0
46,0,173267.0,5299.0,8100.0,375,0,28089.0,0,0,1,7000.0,0,0,178719.0,1,160719.0,175233.0,5040.0,106288.0,174590.0,180000.0,3305.0,1,0
43,2,20518.0,1342.0,0.0,377,0,25183.0,1,2,1,1000.0,0,0,24242.0,2,0.0,20905.0,4200.0,21509.0,19901.0,30000.0,946.0,1,0
28,-1,10833.0,3855.0,14000.0,378,-1,3400.0,-1,0,2,4000.0,0,-1,3745.0,1,5500.0,7609.0,3600.0,4991.0,14446.0,140000.0,4991.0,2,0
31,0,20526.0,3000.0,2000.0,380,0,11139.0,0,0,2,5000.0,0,0,12487.0,2,3000.0,15093.0,3000.0,9577.0,15129.0,50000.0,327.0,1,1
42,0,338106.0,14000.0,15000.0,386,0,234939.0,0,0,1,8300.0,0,0,240176.0,5,9000.0,344464.0,8500.0,240865.0,342904.0,410000.0,9000.0,2,0
38,-2,0.0,0.0,0.0,391,-2,0.0,1,-2,1,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,1,0
51,-2,38000.0,0.0,25000.0,395,-2,0.0,-1,-1,1,0.0,-1,-2,0.0,1,0.0,0.0,0.0,0.0,25000.0,360000.0,0.0,1,0
27,0,142428.0,10000.0,10000.0,396,0,142650.0,0,0,2,5600.0,0,0,142620.0,1,6000.0,143952.0,6000.0,142590.0,144105.0,140000.0,6000.0,2,0
22,-2,0.0,0.0,0.0,398,-2,0.0,-2,-2,2,0.0,-2,-2,632.0,2,632.0,0.0,0.0,848.0,0.0,50000.0,848.0,2,0
30,0,104701.0,5000.0,4002.0,399,0,82733.0,0,0,1,5000.0,0,0,74125.0,2,2700.0,108423.0,3000.0,91143.0,106134.0,210000.0,3500.0,2,0
29,-1,156362.0,3289.0,5233.0,401,0,28797.0,0,0,2,6100.0,0,0,184922.0,1,184922.0,99174.0,3018.0,65372.0,132280.0,240000.0,2072.0,1,0
27,0,55607.0,8232.0,11404.0,409,0,59508.0,0,0,2,11341.0,0,0,66541.0,1,16477.0,59001.0,9697.0,61565.0,62893.0,320000.0,10450.0,2,0
38,-2,190.0,0.0,0.0,412,-1,-150.0,-1,-1,1,0.0,-2,-1,-150.0,1,0.0,0.0,150.0,367.0,0.0,200000.0,367.0,2,0
29,0,169661.0,9021.0,8071.0,422,0,157963.0,0,0,2,6010.0,0,0,151936.0,1,6028.0,158520.0,6013.0,156977.0,167199.0,440000.0,7013.0,2,0
31,-1,199.0,199.0,199.0,428,0,199.0,-1,-1,2,398.0,-1,-1,199.0,1,199.0,199.0,0.0,398.0,199.0,170000.0,398.0,2,1
36,0,159760.0,6565.0,6422.0,434,0,168755.0,0,0,1,5946.0,0,0,167964.0,1,5894.0,166127.0,6006.0,169365.0,162189.0,580000.0,5951.0,2,0
55,-2,9210.0,17454.0,6015.0,435,-1,0.0,0,0,1,0.0,-1,-1,0.0,3,0.0,17231.0,0.0,1770.0,8485.0,360000.0,1775.0,1,0
32,2,234752.0,8000.0,10000.0,436,2,223690.0,1,2,1,0.0,2,2,221413.0,2,8000.0,229286.0,16000.0,217644.0,233036.0,270000.0,0.0,2,1
27,-1,14072.0,0.0,0.0,437,2,150.0,-1,-1,2,200.0,-2,-1,150.0,1,150.0,0.0,0.0,300.0,0.0,60000.0,300.0,2,0
25,0,51044.0,3008.0,2500.0,439,0,21399.0,0,0,1,704.0,0,0,20859.0,1,800.0,46677.0,761.0,44982.0,50231.0,50000.0,1000.0,2,0
23,0,77024.0,1600.0,3212.0,440,0,46235.0,0,0,2,1700.0,0,0,47110.0,1,1800.0,57806.0,40000.0,37642.0,73281.0,80000.0,956.0,2,1
32,2,83831.0,4037.0,4000.0,442,2,93381.0,0,0,2,3200.0,0,0,89522.0,1,0.0,87289.0,3500.0,91451.0,85586.0,100000.0,6500.0,1,0
34,0,37304.0,1500.0,1600.0,446,0,20329.0,0,0,2,500.0,0,0,15602.0,2,600.0,29254.0,1000.0,24875.0,33304.0,220000.0,1100.0,1,0
28,0,146433.0,4400.0,4500.0,447,0,82255.0,0,0,2,2500.0,0,0,83988.0,1,2500.0,89902.0,2400.0,90983.0,107604.0,160000.0,3000.0,2,0
30,0,96304.0,12906.0,4505.0,450,0,60848.0,0,0,1,5200.0,0,2,58880.0,3,2300.0,82227.0,2210.0,65000.0,98007.0,140000.0,0.0,2,0
51,-2,0.0,0.0,0.0,451,-2,0.0,1,-2,1,0.0,-2,-2,0.0,1,0.0,0.0,0.0,0.0,0.0,380000.0,0.0,1,1
39,2,71034.0,6000.0,0.0,457,2,77217.0,1,2,2,6000.0,2,2,75820.0,3,0.0,74175.0,6000.0,72383.0,69329.0,130000.0,0.0,1,0
41,-1,819.0,5654.0,18163.0,459,-1,6985.0,-1,-1,1,6554.0,-1,-1,9130.0,2,9130.0,5473.0,6985.0,8162.0,18163.0,230000.0,12887.0,2,0
26,0,20807.0,3000.0,80000.0,463,-1,23473.0,0,0,2,4900.0,0,-1,1448.0,2,1148.0,100000.0,23473.0,3015.0,99860.0,290000.0,3015.0,2,0
59,0,208459.0,7277.0,7536.0,466,0,198999.0,-1,0,1,6945.0,0,0,191671.0,1,6844.0,203813.0,7120.0,201331.0,206331.0,230000.0,7100.0,1,1
38,0,212795.0,7500.0,8909.0,467,0,167743.0,0,0,2,7009.0,0,0,165300.0,1,6000.0,212759.0,6729.0,218541.0,211043.0,220000.0,9000.0,1,1
28,2,41264.0,1200.0,2112.0,483,-1,6736.0,0,0,2,0.0,0,0,4162.0,2,0.0,37887.0,6736.0,37876.0,41799.0,70000.0,758.0,2,0
31,0,177554.0,6303.0,7600.0,486,0,115494.0,0,0,1,3517.0,0,0,117465.0,2,4027.0,172914.0,3502.0,130139.0,180633.0,190000.0,4137.0,1,0
36,-1,396.0,792.0,1648.0,489,-1,396.0,-1,-1,1,792.0,-1,0,396.0,2,396.0,792.0,396.0,396.0,1648.0,220000.0,0.0,2,1
43,0,28703.0,2.0,1300.0,492,2,20859.0,2,2,1,800.0,2,2,19633.0,2,900.0,24022.0,0.0,24368.0,26622.0,30000.0,1608.0,2,0
28,0,8574.0,1047.0,1203.0,495,0,10400.0,0,0,1,276.0,0,0,10490.0,1,294.0,10038.0,408.0,10040.0,9434.0,80000.0,248.0,2,1
23,0,16440.0,0.0,7403.0,498,0,30190.0,0,0,2,104.0,2,0,19664.0,2,1113.0,18333.0,1025.0,18848.0,20417.0,20000.0,820.0,1,0
49,-1,66.0,0.0,0.0,499,-1,-6.0,-1,-1,1,0.0,-2,-1,1639.0,1,1645.0,0.0,6.0,120.0,0.0,250000.0,120.0,2,0
38,2,20344.0,1500.0,2000.0,501,2,25128.0,0,0,1,1200.0,0,0,24576.0,2,0.0,22537.0,1500.0,24161.0,21705.0,30000.0,2000.0,2,0
46,0,221590.0,9000.0,10000.0,503,0,189896.0,0,0,2,7000.0,0,0,193351.0,6,7500.0,230302.0,8000.0,186635.0,227397.0,230000.0,8000.0,2,0
43,-1,3959.0,285138.0,0.0,507,0,222831.0,-1,-1,2,528666.0,-1,0,200.0,2,200.0,285138.0,100.0,249445.0,0.0,500000.0,4989.0,2,0
28,-1,20223.0,3997.0,53228.0,513,-1,2828.0,-1,-1,2,3219.0,-1,-1,50537.0,1,51041.0,3978.0,2853.0,1743.0,52962.0,360000.0,1750.0,1,0
